date,ticket_id,issue_type,resolution_hours,satisfaction_score,churn_risk
2025-05-30,TKT458495,Billing Problem,19.0,8.5,0.017
2025-05-30,TKT458495,Billing Problem,13.5,6.8,0.417
2025-05-30,TKT458495,Technical Issue,37.1,3.8,0.593
2025-05-30,TKT458495,Billing Problem,9.7,8.8,0.13
2025-05-30,TKT458495,Account Access,3.4,6.8,0.052
2025-05-30,TKT458495,Technical Issue,15.1,4.7,0.531
2025-05-30,TKT458495,Technical Issue,75.4,2.2,0.882
2025-05-30,TKT458495,Billing Problem,9.4,7.1,0.083
2025-05-30,TKT458495,Billing Problem,16.9,7.7,0.026
2025-05-30,TKT458495,Account Access,1.9,8.1,0.034
2025-05-30,TKT458495,Technical Issue,14.0,7.3,0.007
2025-05-30,TKT458495,Billing Problem,6.8,6.0,0.26
2025-05-31,TKT459495,Billing Problem,21.2,6.7,0.271
2025-05-31,TKT459495,Shipping/Delivery,12.4,7.5,0.078
2025-05-31,TKT459495,Technical Issue,23.3,8.1,0.112
2025-05-31,TKT459495,Billing Problem,29.2,5.6,0.136
2025-05-31,TKT459495,Service Quality,11.5,8.4,0.108
2025-05-31,TKT459495,Technical Issue,27.7,6.6,0.171
2025-05-31,TKT459495,Account Access,3.3,6.0,0.0
2025-05-31,TKT459495,Billing Problem,30.8,6.8,0.407
2025-05-31,TKT459495,Technical Issue,30.6,6.4,0.0
2025-05-31,TKT459495,Billing Problem,2.0,7.3,0.071
2025-05-31,TKT459495,Technical Issue,8.6,7.9,0.141
2025-05-31,TKT459495,Service Quality,19.9,8.0,0.229
2025-05-31,TKT459495,Billing Problem,0.7,7.7,0.101
2025-05-31,TKT460490,Billing Problem,28.6,5.5,0.198
2025-05-31,TKT460490,Technical Issue,2.6,6.5,0.11
2025-05-31,TKT460490,Shipping/Delivery,9.8,7.9,0.08
2025-05-31,TKT460490,Product Feature,17.2,8.2,0.0
2025-05-31,TKT460490,Account Access,0.6,7.1,0.151
2025-05-31,TKT460490,Billing Problem,4.1,8.2,0.0
2025-05-31,TKT460490,Technical Issue,17.5,7.3,0.008
2025-05-31,TKT460490,Technical Issue,22.1,8.0,0.048
2025-05-31,TKT460490,Shipping/Delivery,11.0,6.8,0.061
2025-05-31,TKT460490,Billing Problem,24.3,3.1,0.407
2025-05-31,TKT460490,Billing Problem,6.3,8.1,0.07
2025-05-31,TKT461495,Billing Problem,37.9,6.0,0.41
2025-05-31,TKT461495,Account Access,4.0,6.6,0.19
2025-05-31,TKT461495,Product Feature,27.4,3.7,0.559
2025-05-31,TKT461495,Shipping/Delivery,17.8,8.4,0.013
2025-05-31,TKT461495,Technical Issue,46.0,5.7,0.301
2025-05-31,TKT461495,Shipping/Delivery,3.9,9.7,0.012
2025-05-31,TKT461495,Technical Issue,23.8,8.7,0.091
2025-05-31,TKT461495,Account Access,5.3,7.8,0.061
2025-05-31,TKT461495,Shipping/Delivery,20.5,6.7,0.046
2025-05-31,TKT461495,Shipping/Delivery,28.2,6.1,0.426
2025-05-31,TKT461495,Shipping/Delivery,20.2,6.1,0.336
2025-05-31,TKT461495,Product Feature,12.7,8.9,0.06
2025-05-31,TKT461495,Account Access,0.5,7.0,0.164
2025-05-31,TKT461495,Technical Issue,30.3,7.3,0.031
2025-05-31,TKT461495,Service Quality,19.2,7.8,0.084
2025-05-31,TKT461495,Billing Problem,19.4,6.6,0.48
2025-05-31,TKT461495,Technical Issue,38.0,6.2,0.187
2025-05-31,TKT461495,Service Quality,26.2,5.4,0.386
2025-05-31,TKT461495,Technical Issue,29.9,3.9,0.6
2025-05-31,TKT461495,Billing Problem,20.3,7.8,0.0
2025-06-01,TKT463503,Product Feature,5.6,7.3,0.0
2025-06-01,TKT463503,Technical Issue,38.7,5.6,0.083
2025-06-01,TKT463503,Account Access,1.3,7.3,0.0
2025-06-01,TKT463503,Billing Problem,26.6,4.9,0.413
2025-06-01,TKT463503,Technical Issue,6.1,5.8,0.465
2025-06-01,TKT463503,Technical Issue,75.4,1.6,0.796
2025-06-01,TKT463503,Technical Issue,33.5,3.3,0.601
2025-06-01,TKT463503,Account Access,7.7,5.8,0.464
2025-06-01,TKT463503,Service Quality,14.3,3.1,0.718
2025-06-01,TKT463503,Billing Problem,15.0,7.1,0.094
2025-06-01,TKT463503,Account Access,2.4,6.1,0.3
2025-06-01,TKT463503,Technical Issue,12.8,8.2,0.146
2025-06-01,TKT463503,Account Access,3.3,7.8,0.073
2025-06-01,TKT463503,Account Access,3.4,7.4,0.075
2025-06-01,TKT463503,Product Feature,6.8,9.1,0.189
2025-06-01,TKT463503,Account Access,0.7,5.9,0.176
2025-06-01,TKT463503,Billing Problem,22.6,7.8,0.0
2025-06-01,TKT463503,Technical Issue,31.8,5.8,0.579
2025-06-01,TKT463503,Account Access,3.4,6.7,0.037
2025-06-01,TKT463503,Billing Problem,18.2,10.0,0.135
2025-06-01,TKT463503,Billing Problem,16.5,8.2,0.125
2025-06-01,TKT463503,Technical Issue,39.1,1.4,1.0
2025-06-01,TKT463503,Billing Problem,12.0,7.9,0.11
2025-06-01,TKT463503,Account Access,6.5,7.5,0.034
2025-06-01,TKT463503,Billing Problem,25.7,5.3,0.0
2025-06-01,TKT463503,Account Access,8.4,7.1,0.022
2025-06-01,TKT463503,Service Quality,13.9,7.6,0.195
2025-06-01,TKT463503,Technical Issue,35.5,5.7,0.155
2025-06-01,TKT463503,Technical Issue,53.8,1.6,0.791
2025-06-01,TKT463503,Billing Problem,8.7,6.0,0.257
2025-06-01,TKT463503,Technical Issue,19.5,7.4,0.04
2025-06-01,TKT463503,Billing Problem,25.9,3.8,0.712
2025-06-01,TKT463503,Billing Problem,46.5,3.9,0.33
2025-06-01,TKT463503,Account Access,2.1,8.8,0.0
2025-06-01,TKT463503,Billing Problem,33.3,7.6,0.0
2025-06-01,TKT463503,Billing Problem,36.0,7.2,0.03
2025-06-01,TKT463503,Technical Issue,31.9,5.9,0.123
2025-06-01,TKT465013,Account Access,6.7,6.3,0.134
2025-06-01,TKT465013,Technical Issue,28.0,3.7,0.618
2025-06-01,TKT465013,Technical Issue,11.4,7.1,0.102
2025-06-01,TKT465013,Service Quality,11.0,10.0,0.125
2025-06-01,TKT465013,Shipping/Delivery,19.1,6.3,0.338
2025-06-01,TKT465013,Service Quality,23.2,7.9,0.032
2025-06-01,TKT465013,Account Access,8.4,7.1,0.013
2025-06-01,TKT465013,Billing Problem,4.2,6.2,0.333
2025-06-01,TKT465013,Service Quality,7.0,9.4,0.096
2025-06-01,TKT465013,Billing Problem,14.2,7.2,0.11
2025-06-01,TKT465013,Billing Problem,20.3,5.8,0.247
2025-06-01,TKT465013,Billing Problem,6.9,6.7,0.0
2025-06-01,TKT465013,Technical Issue,5.5,9.0,0.112
2025-06-01,TKT465013,Billing Problem,14.0,4.9,0.424
2025-06-01,TKT465013,Service Quality,13.5,9.7,0.127
2025-06-01,TKT465013,Account Access,0.5,5.8,0.385
2025-06-01,TKT465013,Technical Issue,10.1,7.5,0.024
2025-06-02,TKT467021,Account Access,2.6,8.4,0.092
2025-06-02,TKT467021,Product Feature,7.2,6.8,0.28
2025-06-02,TKT467021,Service Quality,0.5,6.6,0.38
2025-06-02,TKT467021,Technical Issue,12.1,8.4,0.102
2025-06-02,TKT467021,Product Feature,8.1,7.0,0.385
2025-06-02,TKT467021,Technical Issue,13.4,6.6,0.325
2025-06-02,TKT468023,Product Feature,12.4,9.5,0.185
2025-06-02,TKT468023,Technical Issue,21.7,5.8,0.251
2025-06-02,TKT468023,Billing Problem,19.7,5.5,0.143
2025-06-02,TKT468023,Technical Issue,12.3,7.8,0.22
2025-06-02,TKT468023,Product Feature,20.0,7.4,0.021
2025-06-02,TKT468023,Technical Issue,15.0,6.3,0.276
2025-06-02,TKT468023,Shipping/Delivery,8.9,7.3,0.018
2025-06-02,TKT468023,Product Feature,12.5,7.3,0.003
2025-06-02,TKT468023,Billing Problem,6.7,9.5,0.049
2025-06-02,TKT468023,Technical Issue,5.9,8.8,0.121
2025-06-02,TKT468023,Billing Problem,25.3,4.4,0.458
2025-06-02,TKT468023,Product Feature,8.7,9.3,0.113
2025-06-02,TKT468023,Billing Problem,43.2,3.8,0.753
2025-06-02,TKT469021,Product Feature,13.2,5.5,0.281
2025-06-02,TKT469021,Account Access,0.8,7.9,0.126
2025-06-02,TKT469021,Technical Issue,29.9,6.8,0.311
2025-06-02,TKT469021,Billing Problem,18.5,7.6,0.09
2025-06-02,TKT469021,Shipping/Delivery,17.4,5.0,0.23
2025-06-02,TKT469021,Product Feature,12.0,8.5,0.084
2025-06-02,TKT469021,Product Feature,17.2,7.5,0.103
2025-06-02,TKT469021,Product Feature,6.3,10.0,0.0
2025-06-02,TKT469021,Product Feature,6.4,9.3,0.145
2025-06-02,TKT469021,Shipping/Delivery,18.3,7.0,0.177
2025-06-02,TKT469021,Billing Problem,21.5,6.0,0.414
2025-06-02,TKT469021,Billing Problem,3.7,8.2,0.117
2025-06-02,TKT469021,Account Access,0.9,8.5,0.132
2025-06-02,TKT469021,Shipping/Delivery,21.2,7.9,0.036
2025-06-02,TKT469021,Service Quality,15.7,7.2,0.059
2025-06-02,TKT469021,Technical Issue,43.5,1.4,0.721
2025-06-02,TKT469021,Product Feature,6.4,7.2,0.153
2025-06-02,TKT469021,Account Access,2.5,7.1,0.1
2025-06-02,TKT469021,Billing Problem,13.0,8.9,0.147
2025-06-02,TKT469021,Billing Problem,17.6,6.2,0.262
2025-06-02,TKT469021,Technical Issue,22.3,7.2,0.147
2025-06-02,TKT469021,Technical Issue,23.3,7.5,0.0
2025-06-02,TKT470023,Shipping/Delivery,12.0,7.4,0.199
2025-06-02,TKT470023,Technical Issue,11.4,6.8,0.065
2025-06-02,TKT470023,Technical Issue,18.7,7.4,0.054
2025-06-02,TKT470023,Account Access,14.8,8.0,0.119
2025-06-02,TKT470023,Shipping/Delivery,6.6,7.6,0.0
2025-06-02,TKT470023,Shipping/Delivery,17.6,8.0,0.155
2025-06-02,TKT470023,Account Access,8.0,8.9,0.094
2025-06-02,TKT470023,Shipping/Delivery,11.4,6.3,0.213
2025-06-02,TKT470023,Technical Issue,7.8,7.4,0.152
2025-06-02,TKT470023,Account Access,3.8,8.6,0.08
2025-06-03,TKT472023,Billing Problem,45.4,7.1,0.018
2025-06-03,TKT472023,Product Feature,25.7,8.2,0.121
2025-06-03,TKT472023,Shipping/Delivery,8.5,5.3,0.046
2025-06-03,TKT472023,Account Access,3.4,6.2,0.179
2025-06-03,TKT472023,Product Feature,12.1,7.7,0.0
2025-06-03,TKT472023,Billing Problem,23.8,7.2,0.274
2025-06-03,TKT472023,Account Access,1.6,8.5,0.136
2025-06-03,TKT472023,Technical Issue,9.4,8.2,0.112
2025-06-03,TKT472023,Product Feature,10.3,8.5,0.123
2025-06-03,TKT472023,Technical Issue,26.3,4.0,0.435
2025-06-03,TKT472023,Technical Issue,41.2,4.0,0.387
2025-06-03,TKT472023,Shipping/Delivery,5.1,6.9,0.22
2025-06-03,TKT472023,Service Quality,14.5,7.8,0.188
2025-06-03,TKT472023,Shipping/Delivery,12.3,6.5,0.338
2025-06-03,TKT473024,Shipping/Delivery,16.7,6.6,0.048
2025-06-03,TKT473024,Service Quality,6.9,6.3,0.261
2025-06-03,TKT473024,Technical Issue,57.0,2.7,0.935
2025-06-03,TKT473024,Product Feature,12.7,7.3,0.094
2025-06-03,TKT473024,Technical Issue,62.8,1.4,0.916
2025-06-03,TKT473024,Billing Problem,9.4,7.2,0.079
2025-06-03,TKT473024,Technical Issue,9.2,8.2,0.069
2025-06-03,TKT473024,Account Access,8.0,7.3,0.043
2025-06-03,TKT473024,Billing Problem,13.7,7.2,0.041
2025-06-03,TKT473024,Service Quality,16.4,7.8,0.0
2025-06-03,TKT473024,Service Quality,7.9,8.1,0.072
2025-06-03,TKT473024,Billing Problem,5.4,8.5,0.077
2025-06-03,TKT473024,Billing Problem,8.7,8.6,0.094
2025-06-03,TKT473024,Product Feature,4.8,7.0,0.058
2025-06-03,TKT473024,Account Access,7.1,6.0,0.132
2025-06-03,TKT473024,Technical Issue,15.7,10.0,0.042
2025-06-03,TKT473024,Billing Problem,11.8,6.2,0.261
2025-06-03,TKT473024,Account Access,6.6,10.0,0.128
2025-06-03,TKT474019,Account Access,6.3,9.2,0.147
2025-06-03,TKT474019,Billing Problem,20.7,6.6,0.011
2025-06-03,TKT474019,Product Feature,2.6,8.7,0.195
2025-06-03,TKT474019,Product Feature,16.4,7.2,0.0
2025-06-03,TKT474019,Account Access,1.1,7.7,0.064
2025-06-03,TKT474019,Account Access,6.4,8.8,0.0
2025-06-03,TKT474019,Technical Issue,50.5,3.3,0.427
2025-06-03,TKT474019,Product Feature,7.8,7.4,0.029
2025-06-03,TKT474019,Product Feature,6.0,6.4,0.163
2025-06-03,TKT474019,Billing Problem,21.7,6.6,0.366
2025-06-03,TKT474019,Service Quality,1.5,7.6,0.191
2025-06-03,TKT474019,Billing Problem,18.2,5.8,0.092
2025-06-03,TKT474019,Billing Problem,11.2,6.0,0.182
2025-06-03,TKT474019,Technical Issue,25.8,5.8,0.309
2025-06-03,TKT474019,Account Access,2.6,6.7,0.255
2025-06-03,TKT474019,Billing Problem,15.7,6.9,0.436
2025-06-03,TKT475021,Technical Issue,23.5,8.2,0.0
2025-06-03,TKT475021,Shipping/Delivery,10.6,6.5,0.373
2025-06-03,TKT475021,Shipping/Delivery,23.6,9.1,0.143
2025-06-03,TKT475021,Technical Issue,19.6,9.0,0.035
2025-06-03,TKT475021,Technical Issue,30.0,5.5,0.165
2025-06-03,TKT475021,Technical Issue,41.4,7.5,0.157
2025-06-03,TKT475021,Product Feature,7.2,6.0,0.251
2025-06-04,TKT476542,Technical Issue,8.1,6.2,0.052
2025-06-04,TKT476542,Account Access,9.4,9.6,0.029
2025-06-04,TKT476542,Account Access,0.5,8.5,0.0
2025-06-04,TKT476542,Service Quality,8.2,7.7,0.0
2025-06-04,TKT476542,Billing Problem,7.0,6.8,0.075
2025-06-04,TKT476542,Technical Issue,26.1,6.1,0.202
2025-06-04,TKT476542,Account Access,4.6,7.4,0.087
2025-06-04,TKT476542,Technical Issue,28.8,5.1,0.066
2025-06-04,TKT476542,Product Feature,3.6,5.8,0.502
2025-06-04,TKT476542,Account Access,2.9,6.8,0.213
2025-06-04,TKT476542,Account Access,8.6,7.3,0.074
2025-06-04,TKT476542,Billing Problem,9.2,6.6,0.294
2025-06-04,TKT477541,Billing Problem,28.4,7.2,0.277
2025-06-04,TKT477541,Product Feature,8.4,8.1,0.0
2025-06-04,TKT477541,Technical Issue,24.6,6.4,0.442
2025-06-04,TKT477541,Billing Problem,9.9,6.5,0.218
2025-06-04,TKT477541,Technical Issue,21.1,4.5,0.435
2025-06-04,TKT477541,Technical Issue,61.0,2.4,0.835
2025-06-04,TKT477541,Service Quality,4.9,10.0,0.116
2025-06-04,TKT477541,Technical Issue,27.4,5.7,0.152
2025-06-04,TKT477541,Account Access,6.1,7.1,0.063
2025-06-04,TKT477541,Technical Issue,28.8,5.2,0.022
2025-06-04,TKT477541,Product Feature,5.6,6.3,0.206
2025-06-04,TKT477541,Technical Issue,3.4,7.1,0.175
2025-06-04,TKT477541,Account Access,1.1,6.5,0.292
2025-06-04,TKT477541,Billing Problem,15.2,7.7,0.0
2025-06-04,TKT477541,Account Access,5.7,8.1,0.0
2025-06-04,TKT477541,Product Feature,9.8,7.5,0.096
2025-06-04,TKT477541,Billing Problem,5.0,7.9,0.083
2025-06-04,TKT477541,Product Feature,2.5,9.1,0.107
2025-06-04,TKT477541,Billing Problem,8.3,7.5,0.16
2025-06-04,TKT477541,Shipping/Delivery,9.6,8.1,0.093
2025-06-04,TKT477541,Account Access,10.9,7.8,0.127
2025-06-04,TKT477541,Account Access,5.4,6.9,0.324
2025-06-04,TKT477541,Technical Issue,40.4,5.7,0.137
2025-06-04,TKT477541,Technical Issue,12.6,7.7,0.021
2025-06-04,TKT477541,Technical Issue,5.4,9.8,0.279
2025-06-04,TKT477541,Billing Problem,7.7,4.3,0.719
2025-06-04,TKT478540,Technical Issue,13.4,6.9,0.275
2025-06-04,TKT478540,Technical Issue,49.1,1.8,0.972
2025-06-04,TKT478540,Product Feature,22.9,6.7,0.268
2025-06-04,TKT478540,Technical Issue,44.9,4.0,0.593
2025-06-04,TKT478540,Technical Issue,1.8,7.1,0.0
2025-06-04,TKT478540,Account Access,2.4,7.7,0.0
2025-06-04,TKT478540,Technical Issue,17.1,8.1,0.228
2025-06-04,TKT478540,Service Quality,11.3,8.5,0.219
2025-06-04,TKT478540,Service Quality,7.8,8.3,0.164
2025-06-04,TKT478540,Technical Issue,5.8,7.8,0.107
2025-06-04,TKT478540,Service Quality,10.6,7.6,0.073
2025-06-04,TKT478540,Account Access,1.9,8.5,0.0
2025-06-04,TKT478540,Technical Issue,14.5,8.0,0.083
2025-06-04,TKT478540,Product Feature,11.3,6.6,0.0
2025-06-04,TKT478540,Account Access,5.7,6.6,0.175
2025-06-04,TKT478540,Billing Problem,13.0,7.8,0.068
2025-06-04,TKT478540,Account Access,2.1,9.4,0.313
2025-06-04,TKT478540,Product Feature,6.1,7.2,0.0
2025-06-04,TKT478540,Shipping/Delivery,37.2,7.0,0.062
2025-06-04,TKT478540,Technical Issue,15.1,8.3,0.072
2025-06-05,TKT479540,Account Access,8.6,8.3,0.028
2025-06-05,TKT479540,Billing Problem,22.2,7.4,0.122
2025-06-05,TKT479540,Technical Issue,7.7,9.8,0.01
2025-06-05,TKT479540,Account Access,5.2,7.9,0.068
2025-06-05,TKT479540,Billing Problem,24.5,5.0,0.502
2025-06-05,TKT479540,Account Access,2.1,6.2,0.303
2025-06-05,TKT479540,Technical Issue,5.0,7.9,0.113
2025-06-05,TKT479540,Technical Issue,21.0,8.9,0.05
2025-06-05,TKT479540,Shipping/Delivery,8.3,8.4,0.0
2025-06-05,TKT479540,Product Feature,5.7,8.2,0.097
2025-06-05,TKT479540,Technical Issue,9.5,8.0,0.105
2025-06-05,TKT479540,Product Feature,2.5,6.9,0.495
2025-06-05,TKT479540,Technical Issue,30.3,6.0,0.21
2025-06-05,TKT479540,Product Feature,11.1,9.6,0.203
2025-06-05,TKT480541,Billing Problem,57.0,4.3,0.51
2025-06-05,TKT480541,Technical Issue,26.9,7.0,0.0
2025-06-05,TKT480541,Technical Issue,16.0,8.9,0.0
2025-06-05,TKT480541,Product Feature,29.7,6.9,0.232
2025-06-05,TKT480541,Product Feature,30.0,6.8,0.452
2025-06-05,TKT480541,Billing Problem,10.9,6.7,0.223
2025-06-05,TKT480541,Product Feature,6.9,6.6,0.0
2025-06-05,TKT480541,Billing Problem,18.5,7.6,0.054
2025-06-05,TKT480541,Product Feature,12.5,8.0,0.111
2025-06-05,TKT480541,Technical Issue,35.6,7.1,0.131
2025-06-05,TKT480541,Billing Problem,8.3,7.4,0.111
2025-06-05,TKT480541,Technical Issue,28.5,3.7,0.423
2025-06-05,TKT480541,Shipping/Delivery,11.2,5.8,0.024
2025-06-05,TKT480541,Service Quality,7.0,6.5,0.338
2025-06-05,TKT480541,Shipping/Delivery,16.1,6.2,0.397
2025-06-05,TKT480541,Billing Problem,32.0,6.0,0.065
2025-06-05,TKT480541,Billing Problem,17.0,8.6,0.084
2025-06-05,TKT480541,Technical Issue,18.2,8.6,0.133
2025-06-05,TKT480541,Billing Problem,10.7,9.2,0.126
2025-06-05,TKT480541,Account Access,7.9,7.7,0.125
2025-06-05,TKT480541,Account Access,4.9,8.0,0.184
2025-06-05,TKT480541,Technical Issue,63.3,1.0,0.93
2025-06-05,TKT480541,Account Access,2.6,5.7,0.026
2025-06-05,TKT480541,Billing Problem,4.1,8.9,0.081
2025-06-05,TKT480541,Account Access,2.5,7.6,0.104
2025-06-05,TKT481537,Technical Issue,18.9,6.9,0.272
2025-06-05,TKT481537,Service Quality,17.1,5.2,0.303
2025-06-05,TKT481537,Billing Problem,19.3,7.3,0.02
2025-06-06,TKT482543,Billing Problem,7.5,9.5,0.053
2025-06-06,TKT482543,Account Access,3.1,7.8,0.042
2025-06-06,TKT482543,Billing Problem,29.3,5.1,0.41
2025-06-06,TKT482543,Billing Problem,48.3,2.1,0.789
2025-06-06,TKT482543,Shipping/Delivery,11.1,6.7,0.45
2025-06-06,TKT482543,Account Access,1.7,6.8,0.201
2025-06-06,TKT482543,Product Feature,2.0,6.7,0.603
2025-06-06,TKT482543,Billing Problem,9.7,6.4,0.216
2025-06-06,TKT482543,Account Access,10.0,8.1,0.0
2025-06-06,TKT483538,Account Access,6.2,7.4,0.099
2025-06-06,TKT483538,Technical Issue,71.3,1.8,0.782
2025-06-06,TKT483538,Service Quality,19.7,7.2,0.036
2025-06-06,TKT483538,Billing Problem,20.6,6.5,0.085
2025-06-06,TKT483538,Billing Problem,23.6,6.8,0.391
2025-06-06,TKT483538,Billing Problem,28.5,5.8,0.276
2025-06-06,TKT483538,Technical Issue,15.0,7.4,0.122
2025-06-06,TKT483538,Billing Problem,5.6,5.1,0.267
2025-06-06,TKT483538,Billing Problem,27.9,4.5,0.534
2025-06-06,TKT483538,Technical Issue,2.2,8.1,0.054
2025-06-06,TKT483538,Account Access,1.1,7.8,0.0
2025-06-06,TKT483538,Technical Issue,88.0,1.1,0.796
2025-06-06,TKT483538,Product Feature,8.1,8.2,0.015
2025-06-06,TKT483538,Billing Problem,2.3,8.4,0.214
2025-06-06,TKT483538,Billing Problem,9.7,6.5,0.021
2025-06-06,TKT483538,Technical Issue,6.0,7.0,0.112
2025-06-06,TKT483538,Technical Issue,1.5,6.9,0.134
2025-06-06,TKT483538,Technical Issue,60.3,1.1,0.816
2025-06-06,TKT483538,Technical Issue,10.0,5.9,0.234
2025-06-06,TKT483538,Technical Issue,7.9,7.5,0.03
2025-06-06,TKT483538,Product Feature,10.8,9.9,0.129
2025-06-06,TKT483538,Technical Issue,13.2,7.9,0.0
2025-06-06,TKT483538,Billing Problem,7.8,7.2,0.0
2025-06-06,TKT483538,Billing Problem,11.2,5.9,0.198
2025-06-06,TKT483538,Billing Problem,8.9,9.4,0.0
2025-06-06,TKT483538,Technical Issue,34.1,7.1,0.168
2025-06-06,TKT483538,Billing Problem,20.9,9.2,0.0
2025-06-06,TKT483538,Billing Problem,36.3,6.7,0.141
2025-06-06,TKT483538,Technical Issue,12.8,6.4,0.39
2025-06-06,TKT483538,Shipping/Delivery,7.9,8.4,0.107
2025-06-06,TKT483538,Technical Issue,12.9,8.4,0.069
2025-06-06,TKT483538,Billing Problem,13.1,6.9,0.293
2025-06-06,TKT483538,Shipping/Delivery,10.7,8.5,0.0
2025-06-06,TKT483538,Product Feature,21.9,7.8,0.061
2025-06-06,TKT483538,Billing Problem,24.3,9.1,0.141
2025-06-06,TKT483538,Product Feature,34.3,5.9,0.121
2025-06-06,TKT483538,Billing Problem,14.3,9.1,0.039
2025-06-06,TKT483538,Technical Issue,25.3,5.9,0.148
2025-06-06,TKT483538,Technical Issue,9.4,5.1,0.3
2025-06-06,TKT483538,Technical Issue,2.4,8.1,0.106
2025-06-07,TKT485045,Account Access,3.3,6.6,0.363
2025-06-07,TKT485045,Technical Issue,51.2,3.7,0.241
2025-06-07,TKT485045,Technical Issue,33.8,3.4,0.74
2025-06-07,TKT485045,Service Quality,22.6,5.1,0.0
2025-06-07,TKT485045,Technical Issue,25.8,6.4,0.226
2025-06-07,TKT485045,Service Quality,16.6,6.9,0.133
2025-06-07,TKT486052,Product Feature,15.9,8.4,0.035
2025-06-07,TKT486052,Product Feature,36.0,5.5,0.259
2025-06-07,TKT486052,Service Quality,23.4,5.6,0.0
2025-06-07,TKT486052,Billing Problem,16.8,7.1,0.049
2025-06-07,TKT486052,Technical Issue,20.4,7.5,0.164
2025-06-07,TKT486052,Technical Issue,76.8,4.8,0.699
2025-06-07,TKT486052,Account Access,7.4,6.0,0.08
2025-06-07,TKT486052,Product Feature,10.7,9.1,0.0
2025-06-07,TKT486052,Billing Problem,12.2,7.5,0.082
2025-06-07,TKT486052,Technical Issue,27.6,2.9,0.957
2025-06-07,TKT486052,Product Feature,13.6,8.8,0.052
2025-06-07,TKT486052,Account Access,2.2,6.4,0.329
2025-06-07,TKT486052,Account Access,1.5,6.5,0.315
2025-06-07,TKT486052,Billing Problem,28.3,3.8,0.613
2025-06-07,TKT486052,Technical Issue,13.9,10.0,0.105
2025-06-07,TKT486052,Technical Issue,19.6,7.2,0.0
2025-06-07,TKT486052,Account Access,0.5,7.0,0.246
2025-06-07,TKT486052,Product Feature,11.9,6.7,0.189
2025-06-07,TKT486052,Technical Issue,3.3,6.3,0.364
2025-06-07,TKT486052,Billing Problem,5.4,9.2,0.223
2025-06-07,TKT486052,Billing Problem,14.9,6.9,0.356
2025-06-07,TKT486052,Billing Problem,4.9,8.9,0.267
2025-06-07,TKT486052,Account Access,0.9,6.0,0.375
2025-06-07,TKT486052,Technical Issue,6.6,7.4,0.081
2025-06-07,TKT486052,Technical Issue,3.8,7.3,0.0
2025-06-07,TKT486052,Billing Problem,7.2,7.1,0.117
2025-06-07,TKT487052,Product Feature,16.5,7.1,0.227
2025-06-07,TKT487052,Technical Issue,7.8,7.2,0.178
2025-06-07,TKT487052,Billing Problem,5.2,6.8,0.135
2025-06-07,TKT487052,Service Quality,25.7,5.1,0.074
2025-06-07,TKT487052,Shipping/Delivery,9.3,8.8,0.0
2025-06-07,TKT487052,Billing Problem,10.2,10.0,0.036
2025-06-07,TKT487052,Billing Problem,36.1,7.5,0.076
2025-06-07,TKT487052,Product Feature,16.7,7.9,0.045
2025-06-07,TKT487052,Product Feature,21.8,7.7,0.284
2025-06-07,TKT487052,Product Feature,11.8,4.4,0.404
2025-06-07,TKT487052,Technical Issue,15.6,6.2,0.091
2025-06-07,TKT487052,Account Access,1.2,7.5,0.073
2025-06-07,TKT487052,Billing Problem,22.0,8.3,0.08
2025-06-07,TKT487052,Shipping/Delivery,4.1,5.9,0.246
2025-06-07,TKT487052,Technical Issue,21.4,9.1,0.0
2025-06-07,TKT487052,Service Quality,32.9,7.1,0.0
2025-06-07,TKT487052,Billing Problem,17.4,8.9,0.232
2025-06-07,TKT487052,Billing Problem,5.6,10.0,0.16
2025-06-08,TKT489055,Product Feature,31.4,5.1,0.185
2025-06-08,TKT489055,Service Quality,18.8,9.9,0.114
2025-06-08,TKT489055,Billing Problem,5.8,8.9,0.0
2025-06-08,TKT489055,Technical Issue,53.9,3.2,0.652
2025-06-08,TKT489055,Product Feature,8.2,8.4,0.052
2025-06-08,TKT489055,Account Access,7.4,6.8,0.368
2025-06-08,TKT489055,Product Feature,7.2,7.3,0.202
2025-06-08,TKT489055,Technical Issue,12.3,10.0,0.0
2025-06-08,TKT489055,Technical Issue,23.0,7.3,0.065
2025-06-08,TKT489055,Product Feature,8.4,8.0,0.013
2025-06-08,TKT489055,Service Quality,4.6,7.7,0.122
2025-06-08,TKT489055,Service Quality,22.8,7.3,0.028
2025-06-08,TKT489055,Account Access,7.0,4.8,0.611
2025-06-08,TKT489055,Account Access,1.4,8.6,0.0
2025-06-08,TKT490053,Product Feature,20.7,5.9,0.417
2025-06-08,TKT490053,Technical Issue,41.7,4.0,0.474
2025-06-08,TKT490053,Billing Problem,35.8,5.1,0.214
2025-06-08,TKT490053,Technical Issue,22.9,7.8,0.078
2025-06-08,TKT490053,Account Access,5.4,7.1,0.076
2025-06-08,TKT490053,Shipping/Delivery,1.6,8.9,0.154
2025-06-08,TKT490053,Account Access,1.8,8.2,0.159
2025-06-08,TKT490053,Product Feature,7.3,6.8,0.359
2025-06-08,TKT490053,Product Feature,13.5,6.0,0.192
2025-06-08,TKT490053,Account Access,9.3,7.5,0.133
2025-06-08,TKT490053,Technical Issue,30.2,8.5,0.036
