date,campaign_id,channel,budget,clicks,conversions,conversion_rate
2025-07-27,C00521,Facebook,1080.0,155,2,1.29
2025-07-27,C00522,Google,600.0,74,1,1.35
2025-07-27,C00523,Email,432.0,85,3,3.53
2025-07-27,C00524,SMS,288.0,76,1,1.32
2025-07-28,C00525,Facebook,1080.0,160,4,2.5
2025-07-28,C00526,Google,600.0,76,0,0.0
2025-07-28,C00527,Email,432.0,83,1,1.2
2025-07-28,C00528,SMS,288.0,71,1,1.41
2025-07-29,C00529,Facebook,1080.0,155,2,1.29
2025-07-29,C00530,Google,600.0,74,1,1.35
2025-07-29,C00531,Email,432.0,88,1,1.14
2025-07-29,C00532,SMS,288.0,73,0,0.0
2025-07-30,C00533,Facebook,1080.0,164,4,2.44
2025-07-30,C00534,Google,600.0,70,2,2.86
2025-07-30,C00535,Email,432.0,83,2,2.41
2025-07-30,C00536,SMS,288.0,76,2,2.63
2025-07-31,C00537,Facebook,1080.0,169,0,0.0
2025-07-31,C00538,Google,600.0,69,1,1.45
2025-07-31,C00539,Email,432.0,85,2,2.35
2025-07-31,C00540,SMS,288.0,72,0,0.0
2025-08-01,C00541,Facebook,1080.0,156,3,1.92
2025-08-01,C00542,Google,600.0,72,2,2.78
2025-08-01,C00543,Email,432.0,86,1,1.16
2025-08-01,C00544,SMS,288.0,68,1,1.47
2025-08-02,C00545,Facebook,1080.0,158,4,2.53
2025-08-02,C00546,Google,600.0,73,2,2.74
2025-08-02,C00547,Email,432.0,84,2,2.38
2025-08-02,C00548,SMS,288.0,74,1,1.35
2025-08-03,C00549,Facebook,1080.0,162,3,1.85
2025-08-03,C00550,Google,600.0,67,1,1.49
2025-08-03,C00551,Email,432.0,87,0,0.0
2025-08-03,C00552,SMS,288.0,68,2,2.94
2025-08-04,C00553,Facebook,1080.0,153,3,1.96
2025-08-04,C00554,Google,600.0,73,1,1.37
2025-08-04,C00555,Email,432.0,88,2,2.27
2025-08-04,C00556,SMS,288.0,72,2,2.78
2025-08-05,C00557,Facebook,1080.0,159,0,0.0
2025-08-05,C00558,Google,600.0,67,1,1.49
2025-08-05,C00559,Email,432.0,83,1,1.2
2025-08-05,C00560,SMS,288.0,76,1,1.32
2025-08-06,C00561,Facebook,1080.0,158,4,2.53
2025-08-06,C00562,Google,600.0,76,2,2.63
2025-08-06,C00563,Email,432.0,84,2,2.38
2025-08-06,C00564,SMS,288.0,76,0,0.0
2025-08-07,C00565,Facebook,1080.0,171,4,2.34
2025-08-07,C00566,Google,600.0,72,1,1.39
2025-08-07,C00567,Email,432.0,84,3,3.57
2025-08-07,C00568,SMS,288.0,68,1,1.47
2025-08-08,C00569,Facebook,1080.0,160,5,3.12
2025-08-08,C00570,Google,600.0,72,1,1.39
2025-08-08,C00571,Email,432.0,87,1,1.15
2025-08-08,C00572,SMS,288.0,69,1,1.45
2025-08-09,C00573,Facebook,1080.0,153,4,2.61
2025-08-09,C00574,Google,600.0,67,1,1.49
2025-08-09,C00575,Email,432.0,86,1,1.16
2025-08-09,C00576,SMS,288.0,76,2,2.63
2025-08-10,C00577,Facebook,1080.0,157,3,1.91
2025-08-10,C00578,Google,600.0,67,2,2.99
2025-08-10,C00579,Email,432.0,86,2,2.33
2025-08-10,C00580,SMS,288.0,75,0,0.0
2025-08-11,C00581,Facebook,1080.0,160,3,1.88
2025-08-11,C00582,Google,600.0,69,2,2.9
2025-08-11,C00583,Email,432.0,84,2,2.38
2025-08-11,C00584,SMS,288.0,74,0,0.0
2025-08-12,C00585,Facebook,1080.0,166,0,0.0
2025-08-12,C00586,Google,600.0,75,1,1.33
2025-08-12,C00587,Email,432.0,88,2,2.27
2025-08-12,C00588,SMS,288.0,68,0,0.0
2025-08-13,C00589,Facebook,1080.0,170,2,1.18
2025-08-13,C00590,Google,600.0,74,2,2.7
2025-08-13,C00591,Email,432.0,85,1,1.18
2025-08-13,C00592,SMS,288.0,69,1,1.45
2025-08-14,C00593,Facebook,1080.0,162,5,3.09
2025-08-14,C00594,Google,600.0,67,1,1.49
2025-08-14,C00595,Email,432.0,85,2,2.35
2025-08-14,C00596,SMS,288.0,76,3,3.95
2025-08-15,C00597,Facebook,1080.0,166,0,0.0
2025-08-15,C00598,Google,600.0,72,2,2.78
2025-08-15,C00599,Email,432.0,88,3,3.41
2025-08-15,C00600,SMS,288.0,72,0,0.0
2025-08-16,C00601,Facebook,1080.0,152,2,1.32
2025-08-16,C00602,Google,600.0,71,2,2.82
2025-08-16,C00603,Email,432.0,87,1,1.15
2025-08-16,C00604,SMS,288.0,69,1,1.45
2025-08-17,C00605,Facebook,1080.0,161,3,1.86
2025-08-17,C00606,Google,600.0,71,1,1.41
2025-08-17,C00607,Email,432.0,87,2,2.3
2025-08-17,C00608,SMS,288.0,73,1,1.37
2025-08-18,C00609,Facebook,1080.0,161,4,2.48
2025-08-18,C00610,Google,600.0,67,0,0.0
2025-08-18,C00611,Email,432.0,88,2,2.27
2025-08-18,C00612,SMS,288.0,71,2,2.82
2025-08-19,C00613,Facebook,1080.0,154,4,2.6
2025-08-19,C00614,Google,600.0,72,1,1.39
2025-08-19,C00615,Email,432.0,88,0,0.0
2025-08-19,C00616,SMS,288.0,73,2,2.74
2025-08-20,C00617,Facebook,1080.0,156,3,1.92
2025-08-20,C00618,Google,600.0,68,1,1.47
2025-08-20,C00619,Email,432.0,88,0,0.0
2025-08-20,C00620,SMS,288.0,76,2,2.63
2025-08-21,C00621,Facebook,1080.0,161,6,3.73
2025-08-21,C00622,Google,600.0,73,1,1.37
2025-08-21,C00623,Email,432.0,88,1,1.14
2025-08-21,C00624,SMS,288.0,74,1,1.35
2025-08-22,C00625,Facebook,1080.0,152,4,2.63
2025-08-22,C00626,Google,600.0,76,2,2.63
2025-08-22,C00627,Email,432.0,84,1,1.19
2025-08-22,C00628,SMS,288.0,72,1,1.39
2025-08-23,C00629,Facebook,1080.0,167,4,2.4
2025-08-23,C00630,Google,600.0,73,2,2.74
2025-08-23,C00631,Email,432.0,87,1,1.15
2025-08-23,C00632,SMS,288.0,69,1,1.45
2025-08-24,C00633,Facebook,1080.0,168,2,1.19
2025-08-24,C00634,Google,600.0,75,1,1.33
2025-08-24,C00635,Email,432.0,85,3,3.53
2025-08-24,C00636,SMS,288.0,75,2,2.67
2025-08-25,C00637,Facebook,1080.0,167,5,2.99
2025-08-25,C00638,Google,600.0,69,1,1.45
2025-08-25,C00639,Email,432.0,85,0,0.0
2025-08-25,C00640,SMS,288.0,69,1,1.45
2025-08-26,C00641,Facebook,1080.0,169,3,1.78
2025-08-26,C00642,Google,600.0,68,2,2.94
2025-08-26,C00643,Email,432.0,86,0,0.0
2025-08-26,C00644,SMS,288.0,67,1,1.49
2025-08-27,C00645,Facebook,1080.0,166,3,1.81
2025-08-27,C00646,Google,600.0,76,1,1.32
2025-08-27,C00647,Email,432.0,85,1,1.18
2025-08-27,C00648,SMS,288.0,70,2,2.86
2025-08-28,C00649,Facebook,1080.0,162,3,1.85
2025-08-28,C00650,Google,600.0,68,0,0.0
2025-08-28,C00651,Email,432.0,87,3,3.45
2025-08-28,C00652,SMS,288.0,75,0,0.0
2025-08-29,C00653,Facebook,1080.0,167,6,3.59
2025-08-29,C00654,Google,600.0,73,0,0.0
2025-08-29,C00655,Email,432.0,86,2,2.33
2025-08-29,C00656,SMS,288.0,73,1,1.37
2025-08-30,C00657,Facebook,1080.0,168,5,2.98
2025-08-30,C00658,Google,600.0,69,2,2.9
2025-08-30,C00659,Email,432.0,87,1,1.15
2025-08-30,C00660,SMS,288.0,76,1,1.32
2025-08-31,C00661,Facebook,1080.0,167,2,1.2
2025-08-31,C00662,Google,600.0,75,1,1.33
2025-08-31,C00663,Email,432.0,86,1,1.16
2025-08-31,C00664,SMS,288.0,67,1,1.49
2025-09-01,C00665,Facebook,900.0,142,3,2.11
2025-09-01,C00666,Google,500.0,55,1,1.82
2025-09-01,C00667,Email,360.0,74,1,1.35
2025-09-01,C00668,SMS,240.0,55,1,1.82
2025-09-02,C00669,Facebook,900.0,138,3,2.17
2025-09-02,C00670,Google,500.0,58,1,1.72
2025-09-02,C00671,Email,360.0,74,2,2.7
2025-09-02,C00672,SMS,240.0,64,1,1.56
2025-09-03,C00673,Facebook,900.0,125,4,3.2
2025-09-03,C00674,Google,500.0,60,0,0.0
2025-09-03,C00675,Email,360.0,74,0,0.0
2025-09-03,C00676,SMS,240.0,62,1,1.61
2025-09-04,C00677,Facebook,900.0,130,2,1.54
2025-09-04,C00678,Google,500.0,62,0,0.0
2025-09-04,C00679,Email,360.0,72,0,0.0
2025-09-04,C00680,SMS,240.0,64,1,1.56
2025-09-05,C00681,Facebook,900.0,140,3,2.14
2025-09-05,C00682,Google,500.0,55,0,0.0
2025-09-05,C00683,Email,360.0,71,0,0.0
2025-09-05,C00684,SMS,240.0,56,0,0.0
2025-09-06,C00685,Facebook,900.0,135,0,0.0
2025-09-06,C00686,Google,500.0,59,1,1.69
2025-09-06,C00687,Email,360.0,73,2,2.74
2025-09-06,C00688,SMS,240.0,57,2,3.51
2025-09-07,C00689,Facebook,900.0,144,3,2.08
2025-09-07,C00690,Google,500.0,61,1,1.64
2025-09-07,C00691,Email,360.0,71,0,0.0
2025-09-07,C00692,SMS,240.0,56,1,1.79
2025-09-08,C00693,Facebook,900.0,138,0,0.0
2025-09-08,C00694,Google,500.0,61,0,0.0
2025-09-08,C00695,Email,360.0,69,0,0.0
2025-09-08,C00696,SMS,240.0,57,1,1.75
2025-09-09,C00697,Facebook,900.0,132,3,2.27
2025-09-09,C00698,Google,500.0,60,0,0.0
2025-09-09,C00699,Email,360.0,70,0,0.0
2025-09-09,C00700,SMS,240.0,61,1,1.64
2025-09-10,C00701,Facebook,900.0,144,2,1.39
2025-09-10,C00702,Google,500.0,57,1,1.75
2025-09-10,C00703,Email,360.0,70,1,1.43
2025-09-10,C00704,SMS,240.0,60,1,1.67
2025-09-11,C00705,Facebook,900.0,136,3,2.21
2025-09-11,C00706,Google,500.0,60,1,1.67
2025-09-11,C00707,Email,360.0,69,1,1.45
2025-09-11,C00708,SMS,240.0,58,1,1.72
2025-09-12,C00709,Facebook,900.0,140,2,1.43
2025-09-12,C00710,Google,500.0,62,1,1.61
2025-09-12,C00711,Email,360.0,69,1,1.45
2025-09-12,C00712,SMS,240.0,58,1,1.72
2025-09-13,C00713,Facebook,900.0,132,2,1.52
2025-09-13,C00714,Google,500.0,59,0,0.0
2025-09-13,C00715,Email,360.0,72,1,1.39
2025-09-13,C00716,SMS,240.0,64,1,1.56
2025-09-14,C00717,Facebook,900.0,126,2,1.59
2025-09-14,C00718,Google,500.0,56,1,1.79
2025-09-14,C00719,Email,360.0,73,1,1.37
2025-09-14,C00720,SMS,240.0,59,0,0.0
2025-09-15,C00721,Facebook,900.0,138,2,1.45
2025-09-15,C00722,Google,500.0,62,1,1.61
2025-09-15,C00723,Email,360.0,73,1,1.37
2025-09-15,C00724,SMS,240.0,58,1,1.72
2025-09-16,C00725,Facebook,900.0,130,2,1.54
2025-09-16,C00726,Google,500.0,62,1,1.61
2025-09-16,C00727,Email,360.0,72,1,1.39
2025-09-16,C00728,SMS,240.0,59,2,3.39
2025-09-17,C00729,Facebook,900.0,127,0,0.0
2025-09-17,C00730,Google,500.0,55,1,1.82
2025-09-17,C00731,Email,360.0,70,1,1.43
2025-09-17,C00732,SMS,240.0,56,2,3.57
2025-09-18,C00733,Facebook,900.0,143,3,2.1
2025-09-18,C00734,Google,500.0,55,1,1.82
2025-09-18,C00735,Email,360.0,73,2,2.74
2025-09-18,C00736,SMS,240.0,63,0,0.0
2025-09-19,C00737,Facebook,900.0,136,5,3.68
2025-09-19,C00738,Google,500.0,57,1,1.75
2025-09-19,C00739,Email,360.0,72,1,1.39
2025-09-19,C00740,SMS,240.0,62,1,1.61
2025-09-20,C00741,Facebook,900.0,138,2,1.45
2025-09-20,C00742,Google,500.0,58,1,1.72
2025-09-20,C00743,Email,360.0,72,2,2.78
2025-09-20,C00744,SMS,240.0,57,1,1.75
2025-09-21,C00745,Facebook,900.0,130,2,1.54
2025-09-21,C00746,Google,500.0,62,2,3.23
2025-09-21,C00747,Email,360.0,70,1,1.43
2025-09-21,C00748,SMS,240.0,55,1,1.82
2025-09-22,C00749,Facebook,900.0,144,5,3.47
2025-09-22,C00750,Google,500.0,63,1,1.59
2025-09-22,C00751,Email,360.0,74,0,0.0
2025-09-22,C00752,SMS,240.0,64,1,1.56
2025-09-23,C00753,Facebook,900.0,128,4,3.12
2025-09-23,C00754,Google,500.0,55,0,0.0
2025-09-23,C00755,Email,360.0,74,1,1.35
2025-09-23,C00756,SMS,240.0,64,0,0.0
2025-09-24,C00757,Facebook,900.0,140,4,2.86
2025-09-24,C00758,Google,500.0,60,2,3.33
2025-09-24,C00759,Email,360.0,70,1,1.43
2025-09-24,C00760,SMS,240.0,56,1,1.79
2025-09-25,C00761,Facebook,900.0,144,2,1.39
2025-09-25,C00762,Google,500.0,58,0,0.0
2025-09-25,C00763,Email,360.0,74,4,5.41
2025-09-25,C00764,SMS,240.0,58,1,1.72
2025-09-26,C00765,Facebook,900.0,139,4,2.88
2025-09-26,C00766,Google,500.0,63,0,0.0
2025-09-26,C00767,Email,360.0,69,2,2.9
2025-09-26,C00768,SMS,240.0,64,2,3.12
2025-09-27,C00769,Facebook,900.0,141,2,1.42
2025-09-27,C00770,Google,500.0,64,1,1.56
2025-09-27,C00771,Email,360.0,74,2,2.7
2025-09-27,C00772,SMS,240.0,60,2,3.33
2025-09-28,C00773,Facebook,900.0,135,3,2.22
2025-09-28,C00774,Google,500.0,59,1,1.69
2025-09-28,C00775,Email,360.0,72,1,1.39
2025-09-28,C00776,SMS,240.0,60,0,0.0
2025-09-29,C00777,Facebook,900.0,129,4,3.1
2025-09-29,C00778,Google,500.0,58,1,1.72
2025-09-29,C00779,Email,360.0,73,0,0.0
2025-09-29,C00780,SMS,240.0,63,1,1.59
2025-09-30,C00781,Facebook,900.0,127,1,0.79
2025-09-30,C00782,Google,500.0,62,0,0.0
2025-09-30,C00783,Email,360.0,69,1,1.45
2025-09-30,C00784,SMS,240.0,62,1,1.61
2025-10-01,C00785,Facebook,900.0,133,4,3.01
2025-10-01,C00786,Google,500.0,62,1,1.61
2025-10-01,C00787,Email,360.0,69,1,1.45
2025-10-01,C00788,SMS,240.0,57,1,1.75
2025-10-02,C00789,Facebook,900.0,144,1,0.69
2025-10-02,C00790,Google,500.0,64,1,1.56
2025-10-02,C00791,Email,360.0,71,0,0.0
2025-10-02,C00792,SMS,240.0,63,1,1.59
2025-10-03,C00793,Facebook,900.0,142,5,3.52
2025-10-03,C00794,Google,500.0,61,1,1.64
2025-10-03,C00795,Email,360.0,74,1,1.35
2025-10-03,C00796,SMS,240.0,57,1,1.75
2025-10-04,C00797,Facebook,900.0,125,1,0.8
2025-10-04,C00798,Google,500.0,64,1,1.56
2025-10-04,C00799,Email,360.0,73,0,0.0
2025-10-04,C00800,SMS,240.0,64,2,3.12
2025-10-05,C00801,Facebook,900.0,139,0,0.0
2025-10-05,C00802,Google,500.0,59,1,1.69
2025-10-05,C00803,Email,360.0,71,2,2.82
2025-10-05,C00804,SMS,240.0,64,1,1.56
2025-10-06,C00805,Facebook,900.0,137,0,0.0
2025-10-06,C00806,Google,500.0,62,1,1.61
2025-10-06,C00807,Email,360.0,71,1,1.41
2025-10-06,C00808,SMS,240.0,55,1,1.82
2025-10-07,C00809,Facebook,900.0,136,4,2.94
2025-10-07,C00810,Google,500.0,64,1,1.56
2025-10-07,C00811,Email,360.0,73,2,2.74
2025-10-07,C00812,SMS,240.0,64,1,1.56
2025-10-08,C00813,Facebook,900.0,144,0,0.0
2025-10-08,C00814,Google,500.0,61,1,1.64
2025-10-08,C00815,Email,360.0,70,1,1.43
2025-10-08,C00816,SMS,240.0,55,0,0.0
2025-10-09,C00817,Facebook,900.0,137,3,2.19
2025-10-09,C00818,Google,500.0,55,1,1.82
2025-10-09,C00819,Email,360.0,74,1,1.35
2025-10-09,C00820,SMS,240.0,60,1,1.67
2025-10-10,C00821,Facebook,900.0,127,0,0.0
2025-10-10,C00822,Google,500.0,60,1,1.67
2025-10-10,C00823,Email,360.0,73,1,1.37
2025-10-10,C00824,SMS,240.0,60,1,1.67
2025-10-11,C00825,Facebook,900.0,141,2,1.42
2025-10-11,C00826,Google,500.0,61,1,1.64
2025-10-11,C00827,Email,360.0,71,0,0.0
2025-10-11,C00828,SMS,240.0,55,0,0.0
2025-10-12,C00829,Facebook,900.0,140,0,0.0
2025-10-12,C00830,Google,500.0,55,2,3.64
2025-10-12,C00831,Email,360.0,74,1,1.35
2025-10-12,C00832,SMS,240.0,58,1,1.72
2025-10-13,C00833,Facebook,900.0,128,3,2.34
2025-10-13,C00834,Google,500.0,56,0,0.0
2025-10-13,C00835,Email,360.0,71,1,1.41
2025-10-13,C00836,SMS,240.0,61,1,1.64
2025-10-14,C00837,Facebook,900.0,143,3,2.1
2025-10-14,C00838,Google,500.0,63,1,1.59
2025-10-14,C00839,Email,360.0,70,1,1.43
2025-10-14,C00840,SMS,240.0,61,1,1.64
2025-10-15,C00841,Facebook,900.0,129,0,0.0
2025-10-15,C00842,Google,500.0,64,1,1.56
2025-10-15,C00843,Email,360.0,74,1,1.35
2025-10-15,C00844,SMS,240.0,56,1,1.79
2025-10-16,C00845,Facebook,900.0,134,1,0.75
2025-10-16,C00846,Google,500.0,62,1,1.61
2025-10-16,C00847,Email,360.0,73,2,2.74
2025-10-16,C00848,SMS,240.0,62,2,3.23
2025-10-17,C00849,Facebook,900.0,134,0,0.0
2025-10-17,C00850,Google,500.0,55,0,0.0
2025-10-17,C00851,Email,360.0,70,1,1.43
2025-10-17,C00852,SMS,240.0,59,1,1.69
2025-10-18,C00853,Facebook,900.0,126,1,0.79
2025-10-18,C00854,Google,500.0,63,1,1.59
2025-10-18,C00855,Email,360.0,74,2,2.7
2025-10-18,C00856,SMS,240.0,63,1,1.59
2025-10-19,C00857,Facebook,900.0,137,3,2.19
2025-10-19,C00858,Google,500.0,55,1,1.82
2025-10-19,C00859,Email,360.0,70,1,1.43
2025-10-19,C00860,SMS,240.0,55,1,1.82
2025-10-20,C00861,Facebook,900.0,134,4,2.99
2025-10-20,C00862,Google,500.0,58,1,1.72
2025-10-20,C00863,Email,360.0,71,2,2.82
2025-10-20,C00864,SMS,240.0,62,1,1.61
2025-10-21,C00865,Facebook,900.0,132,4,3.03
2025-10-21,C00866,Google,500.0,55,1,1.82
2025-10-21,C00867,Email,360.0,73,1,1.37
2025-10-21,C00868,SMS,240.0,58,0,0.0
2025-10-22,C00869,Facebook,900.0,140,2,1.43
2025-10-22,C00870,Google,500.0,61,1,1.64
2025-10-22,C00871,Email,360.0,71,1,1.41
2025-10-22,C00872,SMS,240.0,58,1,1.72
2025-10-23,C00873,Facebook,900.0,144,2,1.39
2025-10-23,C00874,Google,500.0,63,1,1.59
2025-10-23,C00875,Email,360.0,70,0,0.0
2025-10-23,C00876,SMS,240.0,57,1,1.75
2025-10-24,C00877,Facebook,900.0,128,3,2.34
2025-10-24,C00878,Google,500.0,58,1,1.72
2025-10-24,C00879,Email,360.0,74,1,1.35
2025-10-24,C00880,SMS,240.0,63,1,1.59
2025-10-25,C00881,Facebook,900.0,129,2,1.55
2025-10-25,C00882,Google,500.0,59,1,1.69
2025-10-25,C00883,Email,360.0,70,0,0.0
2025-10-25,C00884,SMS,240.0,57,1,1.75
2025-10-26,C00885,Facebook,900.0,126,3,2.38
2025-10-26,C00886,Google,500.0,64,0,0.0
2025-10-26,C00887,Email,360.0,74,0,0.0
2025-10-26,C00888,SMS,240.0,55,1,1.82
2025-10-27,C00889,Facebook,900.0,141,6,4.26
2025-10-27,C00890,Google,500.0,55,1,1.82
2025-10-27,C00891,Email,360.0,70,2,2.86
2025-10-27,C00892,SMS,240.0,57,1,1.75
2025-10-28,C00893,Facebook,900.0,134,3,2.24
2025-10-28,C00894,Google,500.0,60,2,3.33
2025-10-28,C00895,Email,360.0,74,2,2.7
2025-10-28,C00896,SMS,240.0,63,1,1.59
2025-10-29,C00897,Facebook,900.0,125,2,1.6
2025-10-29,C00898,Google,500.0,63,0,0.0
2025-10-29,C00899,Email,360.0,73,2,2.74
2025-10-29,C00900,SMS,240.0,58,1,1.72
2025-10-30,C00901,Facebook,900.0,126,3,2.38
2025-10-30,C00902,Google,500.0,63,1,1.59
2025-10-30,C00903,Email,360.0,70,1,1.43
2025-10-30,C00904,SMS,240.0,61,1,1.64
2025-10-31,C00905,Facebook,900.0,126,4,3.17
2025-10-31,C00906,Google,500.0,56,2,3.57
2025-10-31,C00907,Email,360.0,70,2,2.86
2025-10-31,C00908,SMS,240.0,59,0,0.0
2025-11-01,C00909,Facebook,900.0,136,4,2.94
2025-11-01,C00910,Google,500.0,60,1,1.67
2025-11-01,C00911,Email,360.0,73,2,2.74
2025-11-01,C00912,SMS,240.0,63,1,1.59
2025-11-02,C00913,Facebook,900.0,130,2,1.54
2025-11-02,C00914,Google,500.0,59,2,3.39
2025-11-02,C00915,Email,360.0,74,2,2.7
2025-11-02,C00916,SMS,240.0,55,1,1.82
2025-11-03,C00917,Facebook,900.0,139,5,3.6
2025-11-03,C00918,Google,500.0,63,1,1.59
2025-11-03,C00919,Email,360.0,71,0,0.0
2025-11-03,C00920,SMS,240.0,62,1,1.61
2025-11-04,C00921,Facebook,900.0,127,2,1.57
2025-11-04,C00922,Google,500.0,57,1,1.75
2025-11-04,C00923,Email,360.0,70,1,1.43
2025-11-04,C00924,SMS,240.0,63,1,1.59
2025-11-05,C00925,Facebook,900.0,135,0,0.0
2025-11-05,C00926,Google,500.0,60,2,3.33
2025-11-05,C00927,Email,360.0,71,0,0.0
2025-11-05,C00928,SMS,240.0,57,1,1.75
2025-11-06,C00929,Facebook,900.0,141,4,2.84
2025-11-06,C00930,Google,500.0,58,0,0.0
2025-11-06,C00931,Email,360.0,71,2,2.82
2025-11-06,C00932,SMS,240.0,59,2,3.39
2025-11-07,C00933,Facebook,900.0,133,4,3.01
2025-11-07,C00934,Google,500.0,57,2,3.51
2025-11-07,C00935,Email,360.0,73,1,1.37
2025-11-07,C00936,SMS,240.0,63,1,1.59
2025-11-08,C00937,Facebook,900.0,135,1,0.74
2025-11-08,C00938,Google,500.0,58,1,1.72
2025-11-08,C00939,Email,360.0,71,3,4.23
2025-11-08,C00940,SMS,240.0,63,1,1.59
2025-11-09,C00941,Facebook,900.0,138,0,0.0
2025-11-09,C00942,Google,500.0,60,0,0.0
2025-11-09,C00943,Email,360.0,72,1,1.39
2025-11-09,C00944,SMS,240.0,64,1,1.56
2025-11-10,C00945,Facebook,900.0,131,3,2.29
2025-11-10,C00946,Google,500.0,58,1,1.72
2025-11-10,C00947,Email,360.0,71,1,1.41
2025-11-10,C00948,SMS,240.0,59,1,1.69
2025-11-11,C00949,Facebook,900.0,135,4,2.96
2025-11-11,C00950,Google,500.0,61,0,0.0
2025-11-11,C00951,Email,360.0,73,1,1.37
2025-11-11,C00952,SMS,240.0,63,1,1.59
2025-11-12,C00953,Facebook,900.0,128,3,2.34
2025-11-12,C00954,Google,500.0,57,0,0.0
2025-11-12,C00955,Email,360.0,74,1,1.35
2025-11-12,C00956,SMS,240.0,57,1,1.75
2025-11-13,C00957,Facebook,900.0,134,5,3.73
2025-11-13,C00958,Google,500.0,55,2,3.64
2025-11-13,C00959,Email,360.0,74,1,1.35
2025-11-13,C00960,SMS,240.0,55,1,1.82
2025-11-14,C00961,Facebook,900.0,141,2,1.42
2025-11-14,C00962,Google,500.0,60,1,1.67
2025-11-14,C00963,Email,360.0,69,1,1.45
2025-11-14,C00964,SMS,240.0,62,2,3.23
2025-11-15,C00965,Facebook,900.0,135,2,1.48
2025-11-15,C00966,Google,500.0,63,0,0.0
2025-11-15,C00967,Email,360.0,71,1,1.41
2025-11-15,C00968,SMS,240.0,58,1,1.72
2025-11-16,C00969,Facebook,900.0,140,5,3.57
2025-11-16,C00970,Google,500.0,58,1,1.72
2025-11-16,C00971,Email,360.0,72,1,1.39
2025-11-16,C00972,SMS,240.0,56,0,0.0
2025-11-17,C00973,Facebook,900.0,137,2,1.46
2025-11-17,C00974,Google,500.0,62,1,1.61
2025-11-17,C00975,Email,360.0,74,2,2.7
2025-11-17,C00976,SMS,240.0,63,1,1.59
2025-11-18,C00977,Facebook,900.0,136,4,2.94
2025-11-18,C00978,Google,500.0,55,0,0.0
2025-11-18,C00979,Email,360.0,73,2,2.74
2025-11-18,C00980,SMS,240.0,56,1,1.79
2025-11-19,C00981,Facebook,900.0,129,3,2.33
2025-11-19,C00982,Google,500.0,64,0,0.0
2025-11-19,C00983,Email,360.0,70,1,1.43
2025-11-19,C00984,SMS,240.0,60,0,0.0
2025-11-20,C00985,Facebook,900.0,143,1,0.7
2025-11-20,C00986,Google,500.0,63,1,1.59
2025-11-20,C00987,Email,360.0,71,2,2.82
2025-11-20,C00988,SMS,240.0,61,0,0.0
2025-11-21,C00989,Facebook,900.0,143,2,1.4
2025-11-21,C00990,Google,500.0,57,1,1.75
2025-11-21,C00991,Email,360.0,71,1,1.41
2025-11-21,C00992,SMS,240.0,62,1,1.61
2025-11-22,C00993,Facebook,900.0,127,0,0.0
2025-11-22,C00994,Google,500.0,57,1,1.75
2025-11-22,C00995,Email,360.0,69,2,2.9
2025-11-22,C00996,SMS,240.0,61,0,0.0
2025-11-23,C00997,Facebook,900.0,141,0,0.0
2025-11-23,C00998,Google,500.0,55,1,1.82
2025-11-23,C00999,Email,360.0,72,2,2.78
2025-11-23,C01000,SMS,240.0,60,1,1.67
2025-11-24,C01001,Facebook,900.0,137,3,2.19
2025-11-24,C01002,Google,500.0,56,0,0.0
2025-11-24,C01003,Email,360.0,71,2,2.82
2025-11-24,C01004,SMS,240.0,63,1,1.59
2025-11-25,C01005,Facebook,900.0,138,3,2.17
2025-11-25,C01006,Google,500.0,57,1,1.75
2025-11-25,C01007,Email,360.0,74,2,2.7
2025-11-25,C01008,SMS,240.0,59,1,1.69
2025-11-26,C01009,Facebook,900.0,142,4,2.82
2025-11-26,C01010,Google,500.0,56,2,3.57
2025-11-26,C01011,Email,360.0,73,2,2.74
2025-11-26,C01012,SMS,240.0,60,1,1.67
2025-11-27,C01013,Facebook,900.0,135,5,3.7
2025-11-27,C01014,Google,500.0,61,1,1.64
2025-11-27,C01015,Email,360.0,69,2,2.9
2025-11-27,C01016,SMS,240.0,58,1,1.72
2025-11-28,C01017,Facebook,900.0,140,3,2.14
2025-11-28,C01018,Google,500.0,61,1,1.64
2025-11-28,C01019,Email,360.0,71,1,1.41
2025-11-28,C01020,SMS,240.0,62,2,3.23
2025-11-29,C01021,Facebook,900.0,137,2,1.46
2025-11-29,C01022,Google,500.0,61,1,1.64
2025-11-29,C01023,Email,360.0,71,1,1.41
2025-11-29,C01024,SMS,240.0,56,0,0.0
2025-11-30,C01025,Facebook,900.0,133,1,0.75
2025-11-30,C01026,Google,500.0,63,1,1.59
2025-11-30,C01027,Email,360.0,73,2,2.74
2025-11-30,C01028,SMS,240.0,58,1,1.72
2025-12-01,C01029,Facebook,1080.0,160,2,1.25
2025-12-01,C01030,Google,600.0,76,1,1.32
2025-12-01,C01031,Email,432.0,88,2,2.27
2025-12-01,C01032,SMS,288.0,68,1,1.47
2025-12-02,C01033,Facebook,1080.0,168,4,2.38
2025-12-02,C01034,Google,600.0,74,2,2.7
2025-12-02,C01035,Email,432.0,87,2,2.3
2025-12-02,C01036,SMS,288.0,68,1,1.47
2025-12-03,C01037,Facebook,1080.0,170,5,2.94
2025-12-03,C01038,Google,600.0,72,1,1.39
2025-12-03,C01039,Email,432.0,84,2,2.38
2025-12-03,C01040,SMS,288.0,74,1,1.35
